MainBranch,RemoteWork,EdLevel,LearnCode,LearnCodeOnline,YearsCode,DevType,OrgSize,Country,WorkExp,Industry,generation,Employment_Status,Language_Category,Tech_Category
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Medium Organizations,Sri Lanka,2.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Medium Organizations,United States of America,6.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,9,Software Development Roles,Medium Organizations,United States of America,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,23,"Education, Advocacy, and Sales Roles",Small Organizations,Canada,20.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,16,Software Development Roles,Small Organizations,Serbia,8.0,Healthcare and Education,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,19,Software Development Roles,Small Organizations,Netherlands,17.0,Government and Other Services,Y,Employed,"Server-Side Development, Mobile Development",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,7,Engineering and Operations Roles,Medium Organizations,Brazil,3.0,Government and Other Services,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,10,Engineering and Operations Roles,Medium Organizations,United States of America,6.0,Government and Other Services,Z,Employed,Server-Side Development,Uncategorized
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,27,Software Development Roles,Small Organizations,United States of America,20.0,Financial Sector,Y,Employed,Web Development,Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,22,Software Development Roles,Medium Organizations,Canada,19.0,Healthcare and Education,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,28,Management and Executive Roles,Small Organizations,Hungary,20.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,9,Software Development Roles,Medium Organizations,United States of America,8.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Small Organizations,Sri Lanka,1.0,Technology and Information Services,Z,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Medium Organizations,Colombia,9.0,Healthcare and Education,Y,Employed,Server-Side Development,Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Large Organizations,United States of America,23.0,Manufacturing Sector,X,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,12,Data Science and Research Roles,Small Organizations,Poland,3.0,Government and Other Services,Y,Employed,"Server-Side Development, System Programming",Uncategorized
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,27,Software Development Roles,Small Organizations,"Iran, Islamic Republic of...",20.0,Technology and Information Services,Y,Employed,"Server-Side Development, System Programming",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,22,"Education, Advocacy, and Sales Roles",Medium Organizations,United States of America,13.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,17,Engineering and Operations Roles,Medium Organizations,United States of America,11.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,13,Software Development Roles,Medium Organizations,Italy,9.0,Technology and Information Services,Y,Not employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,38,Software Development Roles,Large Organizations,United States of America,29.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development, System Programming","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,Brazil,2.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,25,Management and Executive Roles,Large Organizations,United States of America,25.0,Technology and Information Services,X,Employed,Server-Side Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Large Organizations,United States of America,10.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,Ecuador,1.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,26,Software Development Roles,Medium Organizations,United States of America,26.0,Services and Advertising,X,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,10,Engineering and Operations Roles,Medium Organizations,United States of America,5.0,Government and Other Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,14,Other Roles,Medium Organizations,United States of America,8.0,Technology and Information Services,Y,Employed,"Server-Side Development, System Programming",Uncategorized
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Small Organizations,Denmark,25.0,Technology and Information Services,X,Employed,"Web Development, System Programming",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Medium Organizations,Sweden,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,Denmark,9.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,45,Software Development Roles,Small Organizations,Canada,25.0,Technology and Information Services,X,Not employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,Canada,15.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Medium Organizations,United States of America,25.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,3,Software Development Roles,Small Organizations,Ecuador,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Large Organizations,United Kingdom of Great Britain and Northern Ireland,23.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,Netherlands,15.0,Technology and Information Services,Y,Employed,Web Development,JavaScript Libraries
Non-developer,Remote,Degree,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Large Organizations,Colombia,20.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
